guid,keys,vals,pairs,total
cpb-aacip-259-3n20fq7w.41040,1.0,0.0,0.0,0.0
cpb-aacip-526-3r0pr7nr8r.49260,0,0,0,0
cpb-aacip-259-3n20fq7w.42375,1.0,0.0,0.0,0.0
cpb-aacip-259-ww76x89q.19200,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.53100,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59565,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53640,0,0,0,0
cpb-aacip-221-03cz924b.49725,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.93285,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57675,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.102045,1.0,0.0,0.0,0.0
cpb-aacip-526-3r0pr7nr8r.54210,0,0,0,0
cpb-aacip-507-154dn40c26.1920,0,0,0,0
cpb-aacip-507-6t0gt5g28c.3555,0,0,0,0
cpb-aacip-507-6t0gt5g28c.55335,0,0,0,0
cpb-aacip-507-154dn40c26.2040,0,0,0,0
cpb-aacip-0515ac167c0.53040,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.25065,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84150,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.87540,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4035,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.4890,0,0,0,0
cpb-aacip-507-862b854459.101325,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49890,0,0,0,0
cpb-aacip-901dfeea4db.1845,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35790,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.45855,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.53580,0,0,0,0
cpb-aacip-398-278sfdms.70185,0,0,0,0
cpb-aacip-901dfeea4db.2205,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.106155,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60945,1.0,1.0,1.0,1.0
cpb-aacip-151-5m6251g16w.21585,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53250,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.107295,0,0,0,0
cpb-aacip-507-154dn40c26.1905,0,0,0,0
cpb-aacip-283-61rfjj43.105345,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53460,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.70650,0,0,0,0
cpb-aacip-901dfeea4db.59580,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50220,0,0,0,0
cpb-aacip-507-154dn40c26.105930,0,0,0,0
cpb-aacip-507-736m03zh49.106185,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49350,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52380,0,0,0,0
cpb-aacip-526-r20rr1qt55.105825,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107925,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51240,0,0,0,0
cpb-aacip-526-dj58c9s78v.107055,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53490,0,0,0,0
cpb-aacip-283-61rfjj43.104595,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.47265,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.52920,0,0,0,0
cpb-aacip-507-736m03zh49.103740,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.11205,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6435,0,0,0,0
cpb-aacip-398-00ns1wds.3120,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.1620,0,0,0,0
cpb-aacip-507-154dn40c26.1725,0,0,0,0
cpb-aacip-259-3n20fq7w.42555,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.7275,1.0,1.0,1.0,1.0
cpb-aacip-507-rj48p5w80b.51195,0,0,0,0
cpb-aacip-507-154dn40c26.106155,0,0,0,0
cpb-aacip-507-gm81j9807d.8985,0,0,0,0
cpb-aacip-507-7h1dj59628.13200,0,0,0,0
cpb-aacip-259-4x54hm72.49650,0,0,0,0
cpb-aacip-507-154dn40c26.105525,0,0,0,0
cpb-aacip-283-61rfjj43.104355,0,0,0,0
cpb-aacip-507-736m03zh49.52440,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105735,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52725,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.8235,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.102585,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54450,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53580,0,0,0,0
cpb-aacip-507-tq5r786f7w.95130,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.15060,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105405,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6315,0,0,0,0
cpb-aacip-507-154dn40c26.106170,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50385,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52170,0,0,0,0
cpb-aacip-507-ms3jw87c9c.104385,0,0,0,0
cpb-aacip-283-61rfjj43.104520,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107445,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53430,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.10305,0,0,0,0
cpb-aacip-507-736m03zh49.101850,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.33045,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53265,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.47280,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.18870,0,0,0,0
cpb-aacip-526-jh3cz33b2z.30165,0,0,0,0
cpb-aacip-526-dj58c9s78v.84195,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4155,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.106260,0,0,0,0
cpb-aacip-526-dj58c9s78v.83685,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.41055,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.105900,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.58785,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.83460,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.7740,0,0,0,0
cpb-aacip-0515ac167c0.53130,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.103215,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1560,0,0,0,0
cpb-aacip-41-10wpzpt5.53880,0,0,0,0
cpb-aacip-507-gm81j9807d.9210,0,0,0,0
cpb-aacip-507-tq5r786f7w.65760,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.210,0,0,0,0
cpb-aacip-526-dj58c9s78v.81900,1.0,1.0,1.0,1.0
cpb-aacip-398-5370s4sx.86070,0,0,0,0
cpb-aacip-81-902z3f9j.52350,0,0,0,0
cpb-aacip-526-1j9765bd42.390,0,0,0,0
cpb-aacip-526-th8bg2jm3n.7410,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83550,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1590,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55110,0,0,0,0
cpb-aacip-526-sb3ws8js1h.18465,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4245,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54900,0,0,0,0
cpb-aacip-526-dj58c9s78v.5715,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3525,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107850,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.3810,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101805,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54600,0,0,0,0
cpb-aacip-901dfeea4db.57885,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.101250,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.66630,0,0,0,0
cpb-aacip-221-03cz924b.50220,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
cpb-aacip-398-87brvczv.1935,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.45000,0,0,0,0
cpb-aacip-507-gm81j9807d.95715,0,0,0,0
cpb-aacip-901dfeea4db.1440,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.240,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54240,0,0,0,0
cpb-aacip-507-tq5r786f7w.48795,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105540,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.8310,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.102945,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.106215,0,0,0,0
cpb-aacip-507-862b854459.47475,0,0,0,0
cpb-aacip-0515ac167c0.52695,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.4275,0,0,0,0
cpb-aacip-507-gm81j9807d.53490,0,0,0,0
cpb-aacip-526-dj58c9s78v.27915,1.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.50925,1.0,1.0,1.0,1.0
cpb-aacip-189-623bk932.50130,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53790,0,0,0,0
cpb-aacip-259-3j39316x.57450,0,0,0,0
cpb-aacip-901dfeea4db.1395,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.52665,0,0,0,0
cpb-aacip-526-dj58c9s78v.87000,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52050,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.53085,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53790,0,0,0,0
cpb-aacip-507-154dn40c26.26355,0,0,0,0
cpb-aacip-901dfeea4db.107580,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.7335,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54480,0,0,0,0
cpb-aacip-0515ac167c0.53235,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1950,0,0,0,0
cpb-aacip-259-4j09zj5t.46755,0,0,0,0
cpb-aacip-81-902z3f9j.360,0,0,0,0
cpb-aacip-507-ms3jw87c9c.5910,0,0,0,0
cpb-aacip-507-6t0gt5g28c.53610,0,0,0,0
cpb-aacip-526-dj58c9s78v.28125,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.51960,1.0,0.0,0.6875,0.0
cpb-aacip-507-736m03zh49.105375,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53670,0,0,0,0
cpb-aacip-526-dj58c9s78v.107370,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.27825,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.103755,1.0,1.0,1.0,1.0
cpb-aacip-398-87brvczv.5640,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.54135,0,0,0,0
cpb-aacip-901dfeea4db.59265,1.0,0.0,0.0,0.0
cpb-aacip-81-902z3f9j.52410,0,0,0,0
cpb-aacip-41-10wpzpt5.53310,0,0,0,0
cpb-aacip-398-00ns1wds.3105,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104310,0,0,0,0
cpb-aacip-901dfeea4db.107430,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.60765,1.0,0.0,0.0,0.0
cpb-aacip-81-902z3f9j.52095,0,0,0,0
cpb-aacip-507-rj48p5w80b.51900,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.49305,0,0,0,0
cpb-aacip-526-dj58c9s78v.2025,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.107835,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.1725,0,0,0,0
cpb-aacip-526-sb3ws8js1h.420,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.79215,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5520,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.95100,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5010,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5025,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.53865,0,0,0,0
cpb-aacip-0515ac167c0.52500,1.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.107775,1.0,0.0,0.0,0.0
cpb-aacip-507-7h1dj59628.102780,0,0,0,0
cpb-aacip-507-gm81j9807d.8850,0,0,0,0
cpb-aacip-526-dj58c9s78v.14955,1.0,1.0,1.0,1.0
cpb-aacip-526-3r0pr7nr8r.53520,0,0,0,0
cpb-aacip-41-10wpzpt5.53670,0,0,0,0
cpb-aacip-526-1j9765bd42.50685,0,0,0,0
cpb-aacip-507-736m03zh49.101865,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.27975,1.0,0.0,0.0,0.0
cpb-aacip-259-3j39316x.35205,0,0,0,0
cpb-aacip-901dfeea4db.58065,1.0,1.0,1.0,1.0
cpb-aacip-507-7h1dj59628.7635,0,0,0,0
cpb-aacip-507-736m03zh49.106200,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.83565,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.50685,1.0,1.0,1.0,1.0
cpb-aacip-398-72p5hz1h.11040,0,0,0,0
cpb-aacip-398-00ns1wds.50175,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53415,0,0,0,0
cpb-aacip-507-154dn40c26.1650,0,0,0,0
cpb-aacip-507-736m03zh49.101760,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.51315,0.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.104820,0,0,0,0
cpb-aacip-526-dj58c9s78v.84105,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82230,1.0,0.0,0.0,0.0
cpb-aacip-283-61rfjj43.102915,1.0,0.5,0.5,0.25
cpb-aacip-507-736m03zh49.105555,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55080,0,0,0,0
cpb-aacip-526-r20rr1qt55.45915,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52620,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.91980,1.0,0.0,0.0,0.0
cpb-aacip-507-6t0gt5g28c.4935,0,0,0,0
cpb-aacip-259-3j39316x.35190,0,0,0,0
cpb-aacip-507-ms3jw87c9c.91305,0,0,0,0
cpb-aacip-235-5370swqf.33525,0,0,0,0
cpb-aacip-507-6t0gt5g28c.53700,0,0,0,0
cpb-aacip-507-154dn40c26.26295,0,0,0,0
cpb-aacip-507-gm81j9807d.7275,0,0,0,0
cpb-aacip-398-00ns1wds.39075,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.105015,0,0,0,0
cpb-aacip-221-03cz924b.50130,0.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.2970,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.30285,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35685,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.49575,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.43650,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.17505,0,0,0,0
cpb-aacip-526-dj58c9s78v.84405,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.107745,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.54870,0,0,0,0
cpb-aacip-81-902z3f9j.435,0,0,0,0
cpb-aacip-507-736m03zh49.93195,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107820,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.10395,0,0,0,0
cpb-aacip-507-gm81j9807d.66705,0,0,0,0
cpb-aacip-526-jh3cz33b2z.49875,0,0,0,0
cpb-aacip-526-dj58c9s78v.2535,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48855,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.8100,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50400,0.5,1.0,0.5,0.25
cpb-aacip-259-4x54hm72.10875,0,0,0,0
cpb-aacip-507-736m03zh49.105510,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52755,0,0,0,0
cpb-aacip-259-3n20fq7w.42435,1.0,0.0,0.0,0.0
cpb-aacip-398-278sfdms.6975,0,0,0,0
cpb-aacip-507-154dn40c26.86940,0,0,0,0
cpb-aacip-526-dj58c9s78v.2115,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.57870,1.0,0.0,0.0,0.0
cpb-aacip-526-r20rr1qt55.101220,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.3510,0,0,0,0
cpb-aacip-507-154dn40c26.106065,0,0,0,0
cpb-aacip-507-ms3jw87c9c.6420,0,0,0,0
cpb-aacip-507-154dn40c26.1695,0,0,0,0
cpb-aacip-81-902z3f9j.52620,0,0,0,0
cpb-aacip-526-sb3ws8js1h.35625,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.86985,0,0,0,0
cpb-aacip-507-7h1dj59628.102720,0,0,0,0
cpb-aacip-41-10wpzpt5.53625,0,0,0,0
cpb-aacip-259-3j39316x.57795,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.49320,0,0,0,0
cpb-aacip-398-00ns1wds.50310,1.0,1.0,1.0,1.0
cpb-aacip-189-784j16n7.49365,0,0,0,0
cpb-aacip-901dfeea4db.57750,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107730,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1020,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.5475,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.103785,0,0,0,0
cpb-aacip-507-7h1dj59628.7710,0,0,0,0
cpb-aacip-398-00ns1wds.3540,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52395,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2595,1.0,1.0,1.0,1.0
cpb-aacip-507-736m03zh49.105120,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.101760,0,0,0,0
cpb-aacip-398-278sfdms.10050,0,0,0,0
cpb-aacip-526-dj58c9s78v.84060,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.47490,0,0,0,0
cpb-aacip-81-902z3f9j.330,0,0,0,0
cpb-aacip-526-1j9765bd42.285,0,0,0,0
cpb-aacip-398-278sfdms.70170,0,0,0,0
cpb-aacip-259-4x54hm72.49830,0,0,0,0
cpb-aacip-526-dj58c9s78v.83505,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.1440,0,0,0,0
cpb-aacip-526-1j9765bd42.58290,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54045,0,0,0,0
cpb-aacip-526-dj58c9s78v.5985,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.4845,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105735,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.104850,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52020,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.35580,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104880,0,0,0,0
cpb-aacip-189-623bk932.50145,1.0,1.0,1.0,1.0
cpb-aacip-221-03cz924b.49740,1.0,1.0,1.0,1.0
cpb-aacip-526-6q1sf2n94w.95715,0,0,0,0
cpb-aacip-398-00ns1wds.3555,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.30420,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54165,0,0,0,0
cpb-aacip-398-5370s4sx.86010,0,0,0,0
cpb-aacip-259-4x54hm72.10995,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.53655,0,0,0,0
cpb-aacip-398-00ns1wds.51240,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.58005,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.50610,0,0,0,0
cpb-aacip-526-dj58c9s78v.27960,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.107100,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.2445,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52590,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.1830,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55635,0,0,0,0
cpb-aacip-526-dj58c9s78v.86760,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.48780,1.0,1.0,1.0,1.0
cpb-aacip-259-3j39316x.57525,0,0,0,0
cpb-aacip-507-ms3jw87c9c.101460,0,0,0,0
cpb-aacip-507-gm81j9807d.56100,0,0,0,0
cpb-aacip-901dfeea4db.57720,1.0,1.0,1.0,1.0
cpb-aacip-259-m32n9b08.44235,0,0,0,0
cpb-aacip-526-dj58c9s78v.14970,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.58065,0,0,0,0
cpb-aacip-526-dj58c9s78v.106935,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.86955,1.0,1.0,1.0,1.0
cpb-aacip-283-61rfjj43.100185,1.0,1.0,1.0,1.0
cpb-aacip-507-tq5r786f7w.99915,1.0,0.0,0.0,0.0
cpb-aacip-0515ac167c0.52350,1.0,1.0,1.0,1.0
cpb-aacip-526-jh3cz33b2z.17550,0,0,0,0
cpb-aacip-507-gm81j9807d.101685,0,0,0,0
cpb-aacip-901dfeea4db.60525,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.84345,1.0,0.0,0.0,0.0
cpb-aacip-398-5370s4sx.86895,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54825,0,0,0,0
cpb-aacip-507-tq5r786f7w.104865,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52710,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.105420,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.59370,0,0,0,0
cpb-aacip-0515ac167c0.52860,0.0,0.0,0.0,0.0
cpb-aacip-507-736m03zh49.50940,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.55785,0,0,0,0
cpb-aacip-901dfeea4db.1875,1.0,0.0,0.0,0.0
cpb-aacip-398-00ns1wds.49710,1.0,1.0,1.0,1.0
cpb-aacip-41-10wpzpt5.53070,0,0,0,0
cpb-aacip-507-gm81j9807d.101700,0,0,0,0
cpb-aacip-526-jh3cz33b2z.50415,0,0,0,0
cpb-aacip-507-154dn40c26.105675,0,0,0,0
cpb-aacip-526-dj58c9s78v.78915,1.0,1.0,1.0,1.0
cpb-aacip-526-sb3ws8js1h.18510,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.4815,1.0,1.0,1.0,1.0
cpb-aacip-507-6t0gt5g28c.54060,0,0,0,0
cpb-aacip-507-gm81j9807d.95760,0,0,0,0
cpb-aacip-507-7h1dj59628.102555,0,0,0,0
cpb-aacip-507-gm81j9807d.8865,0,0,0,0
cpb-aacip-526-r20rr1qt55.1500,1.0,1.0,1.0,1.0
cpb-aacip-526-r20rr1qt55.78495,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.107130,1.0,1.0,1.0,1.0
cpb-aacip-131-375tb64j.48960,0,0,0,0
cpb-aacip-507-gm81j9807d.9150,0,0,0,0
cpb-aacip-221-03cz924b.50445,0.0,0.0,0.0,0.0
cpb-aacip-507-ms3jw87c9c.105075,0,0,0,0
cpb-aacip-526-dj58c9s78v.53115,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.13140,0,0,0,0
cpb-aacip-398-00ns1wds.51000,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.6165,0,0,0,0
cpb-aacip-526-dj58c9s78v.84120,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31665,1.0,1.0,1.0,1.0
cpb-aacip-507-862b854459.68010,0,0,0,0
cpb-aacip-526-1j9765bd42.58005,0,0,0,0
cpb-aacip-526-3r0pr7nr8r.54285,0,0,0,0
cpb-aacip-81-902z3f9j.450,0,0,0,0
cpb-aacip-398-00ns1wds.50415,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.104760,0,0,0,0
cpb-aacip-526-dj58c9s78v.28755,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.52455,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1770,0,0,0,0
cpb-aacip-507-rj48p5w80b.51345,0,0,0,0
cpb-aacip-526-dj58c9s78v.3870,1.0,1.0,1.0,1.0
cpb-aacip-507-154dn40c26.1605,0,0,0,0
cpb-aacip-283-61rfjj43.58950,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.25500,1.0,0.0,0.0,0.0
cpb-aacip-507-6t0gt5g28c.54765,0,0,0,0
cpb-aacip-221-03cz924b.49980,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82200,1.0,0.0,0.0,0.0
cpb-aacip-526-dj58c9s78v.8415,1.0,1.0,1.0,1.0
cpb-aacip-398-00ns1wds.3885,1.0,1.0,1.0,1.0
cpb-aacip-398-278sfdms.70680,0,0,0,0
cpb-aacip-507-gm81j9807d.101715,0,0,0,0
cpb-aacip-526-dj58c9s78v.107475,1.0,1.0,1.0,1.0
cpb-aacip-81-902z3f9j.51960,0,0,0,0
cpb-aacip-507-736m03zh49.4680,1.0,1.0,1.0,1.0
cpb-aacip-901dfeea4db.59130,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82560,1.0,1.0,1.0,1.0
cpb-aacip-507-ms3jw87c9c.101430,0,0,0,0
cpb-aacip-507-6t0gt5g28c.54645,0,0,0,0
cpb-aacip-526-dj58c9s78v.82380,1.0,1.0,1.0,1.0
cpb-aacip-398-57np5q9c.31680,1.0,1.0,1.0,1.0
cpb-aacip-259-3n20fq7w.42615,1.0,0.0,0.0,0.0
cpb-aacip-526-1j9765bd42.50700,0,0,0,0
cpb-aacip-526-sb3ws8js1h.50775,1.0,1.0,1.0,1.0
cpb-aacip-507-gm81j9807d.13080,0,0,0,0
cpb-aacip-398-00ns1wds.51015,1.0,1.0,1.0,1.0
cpb-aacip-0515ac167c0.53400,1.0,1.0,1.0,1.0
cpb-aacip-526-dj58c9s78v.82245,1.0,0.0,0.0,0.0
cpb-aacip-507-tq5r786f7w.43755,1.0,0.0,0.0,0.0
cpb-aacip-901dfeea4db.87600,1.0,0.0,0.0,0.0
cpb-aacip-526-r20rr1qt55.1605,1.0,1.0,1.0,1.0
cpb-aacip-526-1j9765bd42.50820,0,0,0,0
cpb-aacip-507-gm81j9807d.7680,0,0,0,0
